subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category	score
P43405	P19174	UNIPROT	UNIPROT	SYK	PLCG1	up-regulates activity	SIGNOR	SIGNOR	8657103	protein	protein	0.775
CHEBI:4727	P35372	ChEBI	UNIPROT	Dynorphin A	OPRM1	up-regulates activity	SIGNOR	SIGNOR	9686407	smallmolecule	protein	0.8
P06493	P46937	UNIPROT	UNIPROT	CDK1	YAP1	up-regulates activity	SIGNOR	SIGNOR	26933062	protein	protein	0.424
P30043	CHEBI:57991	UNIPROT	ChEBI	BLVRB	biliverdin(2-)	up-regulates quantity	SIGNOR	SIGNOR	7929092	protein	smallmolecule	0.8
Q6ZNA4	P12757	UNIPROT	UNIPROT	RNF111	SKIL	down-regulates	SIGNOR	SIGNOR	17591695	protein	protein	0.722
Q00526	P46531	UNIPROT	UNIPROT	CDK3	NOTCH1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	25344755	protein	protein	0.243
SIGNOR-C8	SIGNOR-PH90	SIGNOR	SIGNOR	SMAD2/SMAD4	Fibrosis	up-regulates	SIGNOR	SIGNOR	30017632	complex	phenotype	0.7
CHEBI:28494	SIGNOR-C411	ChEBI	SIGNOR	cardiolipin	Inner_mitochondrial_membrane	form complex	SIGNOR	SIGNOR	25627476	smallmolecule	complex	0.8
Q13217	Q9P2K8	UNIPROT	UNIPROT	DNAJC3	EIF2AK4	down-regulates activity	SIGNOR	SIGNOR	25329545	protein	protein	0.572
Q06124	P04626	UNIPROT	UNIPROT	PTPN11	ERBB2	down-regulates	SIGNOR	SIGNOR	32024694	protein	protein	0.838
Q03468	P27695	UNIPROT	UNIPROT	ERCC6	APEX1	down-regulates activity	SIGNOR	SIGNOR	17567611	protein	protein	0.418
Q969P5	P15172	UNIPROT	UNIPROT	FBXO32	MYOD1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	19319192	protein	protein	0.561
P17081	Q9UPT5	UNIPROT	UNIPROT	RHOQ	EXOC7	up-regulates	SIGNOR	SIGNOR	12687004	protein	protein	0.636
SIGNOR-C415	SIGNOR-PH189	SIGNOR	SIGNOR	NatA	Protein_acetylation	up-regulates	SIGNOR	SIGNOR	21351257	complex	phenotype	0.7
P15153	Q13153	UNIPROT	UNIPROT	RAC2	PAK1	up-regulates	SIGNOR	SIGNOR	9705280	protein	protein	0.779
Q15139	Q9GZY8	UNIPROT	UNIPROT	PRKD1	MFF	up-regulates activity	SIGNOR	SIGNOR	34010649	protein	protein	0.2
P06493	P61020	UNIPROT	UNIPROT	CDK1	RAB5B	unknown	SIGNOR	SIGNOR	10403367	protein	protein	0.327
P01133	P00533	UNIPROT	UNIPROT	EGF	EGFR	up-regulates activity	SIGNOR	SIGNOR	12297050	protein	protein	0.949
